pub_id,author_s,year,article,journal,volume,pages,country,continent,animal,stage_life_m,lifespan_m,norm_age,bw_mean_kg,bw_sd_kg,sex,lactating,exp_id,model,study_id,treatment,potential_exposure_day,pfos_plasma_mean,pfos_plasma_sd,pfos_plasma_units,pfos_plasma_ns,pfos_liver_mean,pfos_liver_sd,pfos_liver_units,pfos_liver_ns,feed_intake_mean ,feed_intake_units,water_intake_mean,water_intake_units,pfos_exposure_level_mean,pfos_exposure_level_sd,pfos_exposure_level_units
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,29,1.516,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,0.5,5.00E-04,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,1,5.00E-04,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,4,0.145,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,7,0.315,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,10,0.47,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,20,1.47,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,25,1.829,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,7.6,3.2,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CLAEP,29,2.569,NA,ug/mL,1,2.952,0.718,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,32,2.199,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,35,2.576,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,38,2.325,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,41,2.29,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,44,1.954,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,47,1.927,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,50,1.927,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,32,1.862,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,35,1.927,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,38,1.763,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,41,1.803,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,44,2.169,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,47,1.944,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,50,1.838,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,32,2.357,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,35,2.551,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,38,2.888,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,41,2.723,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,44,2.933,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,47,2.484,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
2,Kowalczyk et al.,2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed",Journal of Agricultural and Food Chemistry,61,2903-2912,Germany,EU,Cattle,NA,240,NA,583,31,IF,Y,1,FIX,2,CONNE,50,2.32,NA,ug/mL,1,3.964,1.035,ug/g,3,10.3,kg/d,145.75,L/d,0.000025,NA,ug/kg bw/d
3,Vestergren et. al,2013,Bioaccumulation of Perfluoroalkyl Acids in Dairy Cows in a Naturally Contaminated Environment,Environmental Science and Pollution Research,20,7959-7965,Sweden,EU,Cattle,NA,240,NA,587,NA,IF,Y,1,FIX,3,CONEP,NA,1.00E-04,1.90E-05,ug/mL,92,0.13,0.032,ug/g,5,55.9,kg/d,50,L/d,5.83E-05,2.17E-05,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,6,240,0.025,167,NA,IF,N,1,FIX,4,CONEP,NA,0.0262,0.0099,ug/mL,4,NA,NA,NA,NA,3.34,kg/d,26.5,L/d,0.202658621,0.124946108,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,7.5,240,0.031,191,NA,IF,N,1,FIX,4,CONEP,NA,0.0208,0.0058,ug/mL,8,NA,NA,NA,NA,3.82,kg/d,26.5,L/d,0.186308494,0.122314136,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,10.5,240,0.044,261,NA,IF,N,1,FIX,4,CONEP,NA,0.0331,0.0114,ug/mL,9,NA,NA,NA,NA,5.22,kg/d,26.5,L/d,0.155795565,0.117402299,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,13,240,0.054,330,NA,IF,N,1,FIX,4,CONEP,NA,0.0516,0.0086,ug/mL,16,NA,NA,NA,NA,6.6,kg/d,26.5,L/d,0.138387345,0.1146,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,30,240,0.125,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.0618,NA,ug/mL,1,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,35,240,0.146,589,NA,IF,N,1,FIX,4,CONEP,NA,0.083,0.022,ug/mL,17,NA,NA,NA,NA,11.78,kg/d,41.64,L/d,0.130509658,0.113331885,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,43,240,0.179,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.082,0.0143,ug/mL,7,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,48,240,0.2,589,NA,IF,N,1,FIX,4,CONEP,NA,0.0834,0.0281,ug/mL,16,NA,NA,NA,NA,11.78,kg/d,41.64,L/d,0.130509658,0.113331885,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,56,240,0.233,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.0793,0.032,ug/mL,7,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,61,240,0.254,589,NA,IF,N,1,FIX,4,CONEP,NA,0.0827,0.0264,ug/mL,15,NA,NA,NA,NA,11.78,kg/d,41.64,L/d,0.130509658,0.113331885,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,69,240,0.288,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.0766,0.0219,ug/mL,4,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,74,240,0.308,589,NA,IF,N,1,FIX,4,CONEP,NA,0.0747,0.0205,ug/mL,19,NA,NA,NA,NA,11.78,kg/d,41.64,L/d,0.130509658,0.113331885,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,82,240,0.342,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.0729,0.0276,ug/mL,6,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,87,240,0.363,589,NA,IF,N,1,FIX,4,CONEP,NA,0.0706,0.015,ug/mL,17,NA,NA,NA,NA,11.78,kg/d,41.64,L/d,0.130509658,0.113331885,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,95,240,0.396,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.0561,0.0107,ug/mL,2,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,100,240,0.417,589,NA,IF,N,1,FIX,4,CONEP,NA,0.0682,0.0157,ug/mL,11,NA,NA,NA,NA,11.78,kg/d,41.64,L/d,0.130509658,0.113331885,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,108,240,0.45,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.0771,0.0655,ug/mL,2,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,113,240,0.471,589,NA,IF,N,1,FIX,4,CONEP,NA,0.0964,NA,ug/mL,1,NA,NA,NA,NA,11.78,kg/d,41.64,L/d,0.130509658,0.113331885,ug/kg bw/d
4,Lupton et al.,2022,Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed,Journal of Agricultural and Food Chemistry,70,15945-15954,United States,NAM,Cattle,121,240,0.504,594,NA,IF,Y,1,FIX,4,CONEP,NA,0.0789,NA,ug/mL,1,NA,NA,NA,NA,23.76,kg/d,124.92,L/d,0.317526205,0.23576,ug/kg bw/d
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,NA,240,NA,470,NA,IF,Y,1,FIX,5,CONEP,NA,0.002,0.0017,ug/mL,5,NA,NA,NA,NA,18.8,kg/d,124.92,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,NA,240,NA,470,NA,IF,Y,1,FIX,5,CONEP,NA,0.0051,0.0021,ug/mL,20,NA,NA,NA,NA,18.8,kg/d,124.92,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,NA,240,NA,470,NA,IF,Y,1,FIX,5,CONEP,NA,0.0042,0.0021,ug/mL,13,NA,NA,NA,NA,18.8,kg/d,124.92,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,17,240,0.07,725,NA,IF,N,1,FIX,5,CONEP,17,0.0027,0.0005,ug/mL,2,NA,NA,NA,NA,14.5,kg/d,26.5,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,71,240,0.3,725,NA,IM,N,1,FIX,5,CONEP,71,0.0023,0.0011,ug/mL,4,NA,NA,NA,NA,14.5,kg/d,41.64,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,8,240,0.03,725,NA,IM,N,1,FIX,5,CONEP,8,0.0015,0.0008,ug/mL,5,NA,NA,NA,NA,14.5,kg/d,26.5,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,20,240,0.08,725,NA,IF,N,1,FIX,5,CONEP,20,0.0044,0.0018,ug/mL,5,NA,NA,NA,NA,14.5,kg/d,26.5,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,NA,240,NA,725,NA,IM,N,1,FIX,5,CONEP,NA,0.0045,0.0036,ug/mL,4,NA,NA,NA,NA,14.5,kg/d,41.64,L/d,0.000025,NA,ug/kg bw
5,Keerthi et al.,2008,Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan,Chemosphere,73,210-215,Japan,ASIA,Cattle,144,240,0.6,725,NA,IF,N,1,FIX,5,CONEP,144,0.002,0.0004,ug/mL,3,NA,NA,NA,NA,14.5,kg/d,41.64,L/d,0.000025,NA,ug/kg bw
6,Drew et al. ,2021,Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues,Food Additives and Contaminants ,39,320-340,Australia,AUS,Cattle,24,240,0.1,479,NA,IF,N,1,FIX,6,CONNE,NA,0.437,NA,ug/mL,1,NA,NA,NA,NA,13.412,kg/d,26.5,L/d,0.000025,NA,ug/kg bw
6,Drew et al. ,2021,Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues,Food Additives and Contaminants ,39,320-340,Australia,AUS,Cattle,24,240,0.1,504,NA,IF,N,1,FIX,6,CONNE,NA,0.358,NA,ug/mL,1,NA,NA,NA,NA,15.12,kg/d,65.52,L/d,0.000025,NA,ug/kg bw
6,Drew et al. ,2021,Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues,Food Additives and Contaminants ,39,320-340,Australia,AUS,Cattle,24,240,0.1,520,NA,IF,N,1,FIX,6,CONNE,NA,0.3065,0.004949747,ug/mL,2,NA,NA,NA,NA,14.56,kg/d,26.5,L/d,0.000025,NA,ug/kg bw
